original_title,metadata
The Muppet Christmas Carol,comedy family fantasy drama holiday future musical past scrooge christmascarol charlesdickens christmas michaelcaine donausten meredithbraun donausten edsanders davegoelz simonbuckley craigcrane johneccleston stevenmackintosh robinweaver jessicafox davidshaw-parker edwardsanders kristophermilnes russellmartin raymondcoulthard anthonyhamblin fergusbrazier brianhenson
Frida,drama romance painter loveofone'slife disabled womandirector salmahayek alfredmolina míamaestro patriciareyesspíndola diegoluna rogerrees ashleyjudd antoniobanderas edwardnorton saffronburrows geoffreyrush margaritasanz omarrodríguez liladowns julietaymor
Katy Perry: Part of Me,documentary music womandirector katyperry russellbrand shannonwoodward rachaelmarkarian miamoretti glenballard adammarcello caseyhooper patrickmatera maxhart kesharosesebert dancutforth
The Fault in Our Stars,romance drama amsterdam basedonnovel supportgroup cancer teenager starcrossedlovers teendrama oxygentank basedonyoungadultnovel shailenewoodley anselelgort natwolff lauradern samtrammell willemdafoe lotteverbeek mikebirbiglia anadelacruz randykovitz emilypeachey davidwhalen milicagovich allegracarpenter tonisaladna emilybach timhartman bethanyleo alexishodges jeanbrassard carlyotte lilykenna silviowolfbusch vivianacardenas jordandrexel pjrossotto tannerboatwright cheyennehurley jenniferkline carolweyers laurenblumenthal nikkilipinski sebastiandean alexandermurph taylordettore joshpotter stevenedmonds cindyzeng c.j.evans danielbooko jacquelinepinol sitaraattaie jimpirri jeangilpin joeyrichter nicholasguest daniellehartnett matthewwolf dinamorrone joshboone
Rounders,drama crime gambling law compulsivegambling roulette gain mattdamon johnturturro gretchenmol goranvisnjic edwardnorton johnmalkovich famkejanssen martinlandau malz.lawrence paulcicero rayiannicelli merwingoldsmith sonnyzito joshmostel lennyclarke peteryoshida jayboryea lennyvenito richardmawe michaellombardi tomaldredge tomaldredge e.matthewyavne eriklarayharvey dominicmarcus briananthonywilson georgekmeck josephparisi melinakanakaredes kohlsudduth charliematthes hankjacobs chrismessina michaelryansegal kerryo'malley slavaschoot michaelrispoli michelezanes allanhavey joeyvega nealhemphill vernone.jordanjr. johnnychan lisagorlitsky johndibenedetto nicolebrier billycampbell tonyhoty mariomendoza joezaloom salrichards joshpais johngallagherjr. adamlefevre p.j.brown davidzayas michaelarkin murphyguyer alandavidson johndahl
Top Five,drama comedy comedian interview reporter moviestar fiancéfiancéerelationship chrisrock rosariodawson j.b.smoove gabrielleunion romanymalco hayleymarienorman andersholm cedrictheentertainer kevinhart adamsandler whoopigoldberg jerryseinfeld tracymorgan sherrishepherd lesliejones benvereen tompapa brianregan dmx jaypharoah tarajip.henson gaboureysidibe annaleighashford gretalee chrisrock
Prophecy,horror sciencefiction monster mutant toxic nativeamerican environmental animalhorror taliashire robertfoxworth armandassante richarddysart victoriaracimo georgeclutesi tommcfadden tommcfadden burkebyrnes miabendixsen johnnytimko everettcreach johnfrankenheimer
Stir of Echoes,horror mystery thriller secret obsession paranoia grave hauntedhouse hypnosis tools clairvoyance murder suspense disappearance psychic cemetary ghost neighborhood repressedmemory hearingvoices kevinbacon kathrynerbe illeanadouglas kevindunn conoro'farrell lusiastrus zacharydavidcope stepheneugenewalker marykaycook larryneumannjr. jennifermorrison lizaweil davidkoepp
Philomena,drama mother washingtond.c. journalist adoption forgiveness son faith search church ireland basedontrueevents nuns judidench stevecoogan sophiekennedyclark marewinningham barbarajefford ruthmccabe peterhermann seanmahon annamaxwellmartin michellefairley wunmimosaku amymcallister charliemurphy cathybelton katefleetwood charissashearer nikamcguigan rachelwilcock ritahamill tadhgbowen saoirsebowen harrisond'ampney d.j.mcgrath simonelahbib sarastewart garylilburn charlesedwards nicholasjones parisarrowsmith mariejones frankiemccafferty vaughnjohseph georgefisher jordanking amberbatty martinglynmurray florencekeith-roach georgemichaelrados elliotlevey stephenfrears
The Upside of Anger,comedy drama sex lie college funeral friendship grief neighbor marijuana anger alcoholic drunk flashback dysfunctional joanallen kevincostner erikachristensen kerirussell aliciawitt evanrachelwood mikebinder danechristensen tomharper dannywebb magdalenamanville suzannebertish mikebinder
The Boys from Brazil,horror drama thriller sciencefiction paraguay mengele nazihunter thirdreich gregorypeck laurenceolivier jamesmason lillipalmer utahagen steveguttenberg denholmelliott rosemaryharris johndehner johnrubinstein brunoganz annemeara waltergotell wolfgangpreiss michaelgough lindahayden güntermeisner jeremyblack franklinj.schaffner
Aquamarine,fantasy romance family comedy femalefriendship mermaid teenager womandirector emmaroberts joanna'jojo'levesque sarapaxton jakemcdorman ariellekebbel claudiakarvan brucespence tamminsursok roybilling juliablake shaunmicallef lulumcclatchy natashacunningham dichenlachman lincolnlewis matthewokine joeymassey alicehunter regisbroadway robbieparkin aureamorrisey e.g.daily ozziedevrish elizabethallenrosenbaum
Paper Towns,drama mystery romance friendship highschool teenager classmate basedonyoungadultnovel natwolff caradelevingne justicesmith austinabrams halstonsage jazsinclair carabuono stevieraydallimore megcrosbie caitlincarver griffinfreeman rjshearer susanmackemiller tomhillmann jimr.coleman anselelgort drewmatthews lanelovegrove hannahalligood josiahcerio kendallmcintyre jayduplass johngreen emmao'loughlin yossiemulyadi jakeschreier
My Baby's Daddy,comedy birth expectantmother fatherhood babyborn womandirector eddiegriffin anthonyanderson michaelimperioli methodman paulajaiparker bailing cheryldunye
Nebraska,drama adventure montana smalltown dementia aging roadtrip fword pickuptruck lincolnnebraska nebraska sweepstakes confrontingthepast brucedern willforte bobodenkirk junesquibb stacykeach missydoty rancehoward kevinkunkel angelamcewan devinratray marylouisewilson franklindennisjones anthonyg.schmidt bobnelson alexanderpayne
Tales from the Crypt: Demon Knight,horror comedy thriller prostitute key jesuschrist chosenone god goodvsevil blood demon cryptkeeper billyzane williamsadler jadapinkettsmith brendabakke cchpounder johnkassir dickmiller thomashadenchurch johnschuck garyfarmer charlesfleischer timdezarn sherrierose ryano'donohue tonysalome chaseylain tracibingham peggytrentini ernestr.dickerson
Max Keeble's Big Move,comedy family fantasy sciencefiction  alexd.linz zenagrey noradunn larrymiller joshpeck orlandobrown justinberfield jonathanosser coryhodges kylesullivan shawnpyfrom martinspanjers bryanmatsuura andymorrow adamlamberg nickalbert zacharyspound romeomiller maximiliankesmodel christianboewe marcustoji e.j.delapena ashlyholloway brendanhill alexandrakaplan noelfisher nicholasking timhill
Young Adult,comedy drama jealousy darkcomedy writer divorce alcoholic arresteddevelopment charlizetheron pattonoswalt patrickwilson elizabethreaser collettewolfe jilleikenberry richardbekins brianmcelhaney marybethhurt katenowlin jennydarepaulin rebeccahart louisakrause elizabethwardland hettiennepark j.k.simmons ellaraepeck emilymeade jasonreitman
Crank,action thriller crime poison helicopter assassin nudity hitman adrenalin fistfight swimmingpool revenge shootout motorcycle drug cellphone carchase thoughguy pharmacy defibrillation hospitalgown emergencyroom aftercreditsstinger sweatshop run epinephrine jasonstatham amysmart josepablocantillo efrenramirez dwightyoakam carlossanz renowilson edigathegi glennhowerton jayxcala keoneyoung valarieraemiller yousufazami laurentschwaar davidbrown doriankingi medabrous danielstevens wallylozano eveloseth davidt.green eveloseth allenbloomfield stephaniemace chesterbennington michaelmclafferty earlcarroll brianswibel donniesmith seangraham dancallahan noelgugliemi danielvenegas franciscapra frankblake mikeg. kenmoreno troyrobinson eddieperez justinriemer peterchoi elizabethjaynehong toshitoda samuelwitwer jaistefan jackir.chan rickshuster tedgarcia briantaylor
How to Be a Player,comedy romance sex party friends player billbellamy larkvoorhies berniemac eliseneal lionelc.martin
Living Out Loud,comedy drama romance femaleprotagonist relationship divorce brooklynbridge hollyhunter dannydevito queenlatifah martindonovan rachaelleighcook richardschiff eliaskoteas suzanneshepherd richardlagravenese
Just Wright,comedy drama romance womandirector queenlatifah common paulapatton jamespickensjr. phyliciarashād pamgrier lazalonso mehcadbrooks michaellandes lindsaymichellenader sanaahamri
Rachel Getting Married,drama sister independentfilm maidofhonor annehathaway rosemariedewitt sebastianstan roslynruff billirwin annadeaveresmith debrawinger annaleighashford matherzickel tundeadebimpe zafertawil tamyragray anisageorge marinireland beausia victoriahaynes quincytylerbernstine darrelllarson michellefederer mattstadelmann paulsparks jilldalton bigjimwheeler tiffanylittlecanfield dequinamoore andreb.blake jeromelepage vanhughes robertmerrill rogercorman davidneumann mariadizzia joshuaelrod tymberlycanale joeyperillo jonathandemme
The Postman Always Rings Twice,romance crime drama sex adultery confession basedonnovel obsession nudity remake murder suspense conspiracy neo-noir jacknicholson jessicalange johncolicos michaellerner anjelicahuston johnp.ryan williamtraylor jonvanness brianfarrell alberthenderson christopherlloyd doncalfa louisturenne thomashill samedwards jonipalmer lionelmarksmith virgilfrye brionjames ronflagge elsaraven jameso'connell williamnewman raleighbond glennshadix taniguthrie carolyncoates kopisotiropulos bobrafelson
Girl with a Pearl Earring,drama romance painter biography painting maid scarlettjohansson colinfirth cillianmurphy tomwilkinson judyparfitt essiedavis joannascanlan gabriellereidy chrismchallem alakinamann rolloweeks annapopplewell clairejohnston peterwebber
Das Boot,action drama history war adventure terror submarine basedonnovel atlanticocean gibraltar worldwarii duty warcorrespondent torpedo drinking sailor convoy uboat destroyer depthcharge comrade germansubmarine navalbattle periscope suicidalmission jürgenprochnow herbertgrönemeyer klauswennemann hubertusbengsch martinsemmelrogge berndtauber erwinleder martinmay heinzhoenig uweochsenknecht claude-oliverrudolph janfedder ralfrichter ottosander skydumont joachimbernhard oliverstritzel konradbecker lutzschnell ritacadillac günterlamprecht jean-claudehoffmann arnokral helmutneumeier wilhelmpietsch dirksalomon ulrichgünther marylinemoulard edwigepierre wolfgangpetersen
Sorority Boys,comedy sorority crossdressing university tshirt sororitygirl drag yearbook roofie sororityhouse barrywatson michaelrosenbaum harlandwilliams melissasagemiller tonydenman bradbeyer kathrynstockwood heathermatarazzo lydiahull wallacewolodarsky
About Time,comedy drama sciencefiction londonengland fathersonrelationship timetravel domhnallgleeson rachelmcadams billnighy lydiawilson lindsayduncan richardcordery joshuamcguire tomhollander margotrobbie willmerrick vanessakirby tomhughes clemmiedugdale harryhadden-paton mitchellmullen lisaeichhorn jennyrainsford natashapowell catherinesteadman tomstourton sophiebrown mollyseymour tomgodwin philipvoss matildasturridge matthewc.martino leeasquith-coe harukaabe richardcurtis
十面埋伏,adventure drama action romance martialarts swordplay government rebellion dagger takeshikaneshiro andylau zhangziyi songdandan zhaohongfei guojun zhangshu wangjiu-sheng zhangzheng-yong wangyong-xin liudong ziqi quxue-dong yangguang wenyang zhengxiao-dong sukiwong zhangyimou
Arbitrage,drama thriller cover-up hedgefund richardgere susansarandon timroth britmarling monicaraymund nateparker brucealtman laetitiacasta chriseigeman larrypine rege.cathey stuartmargolin curtisscook tiborfeldman austinlysy gabriellelazure shawnelliott sophiecurtis nicholasjarecki
Project Almanac,sciencefiction thriller timetravel timemachine teenager foundfootage jonnyweston virginiagardner sofiablack-d'elia samlerner allenevangelista amylandecker garyweeks garygrubbs patrickjohnson hillaryharley anthonyreynolds agnesmayasari katiegarfield michelledefraites fredgalle joshuabrady deanisraelite
Cadillac Records,drama history music womandirector adrienbrody jeffreywright beyoncéknowles gabrielleunion columbusshort cedrictheentertainer emmanuellechriqui eamonnwalker yasiinbey valencethomas jayo.sanders normanreedus aaronmunoz kevinmambo chynalayne albertjones osasighodaro jordanhaynes suzettegunn jillflint shilohfernandez eshayadraper ericbogosian tammyblanchard tonybentley veronikadash dexterdarden darnellmartin
Screwed,action comedy  normmacdonald davechappelle dannydevito elainestritch danielbenzali shermanhemsley sarahsilverman scottalexander
Fortress,action thriller sciencefiction prison cyborg marriedcouple future dystopia escape populationcontrol christopherlambert kurtwoodsmith lorynlocklin cliftoncollinsjr jeffreycombs lincolnkilpatrick tomtowles vernonwells carolynpurdy-gordon alanzitner denigordon ericbriantwells dragiciadebert dragiciadebert harrynurmi stuartgordon
For Your Consideration,comedy drama  catherineo'hara harryshearer parkerposey christophermoynihan johnmichaelhiggins carrieaizley eugenelevy janelynch fredwillard jennifercoolidge christopherguest jimpiddock edbegleyjr. bobbalaban michaelmckean stephenrannazzisi simonhelberg rickygervais michaelhitchcock donlake rachaelharris richardkind sandraoh pauldooley johnkrasinski jordanblack scottadsit craigbierko christopherguest
Celebrity,drama comedy exzentrik independentfilm reporter ex-wife spectacle kennethbranagh judydavis joemantegna leonardodicaprio charlizetheron winonaryder melaniegriffith famkejanssen bebeneuwirth pattid'arbanville carmendell'orefice tonysirico kennethedelson hankazaria allisonjanney douglasmcgrath adriangrenier samrockwell michaellerner dylanbaker j.k.simmons jeffreywright gretchenmol debramessing donaldtrump celiaweston karenduffy donnahanover leslieshenkel woodharris frankpellegrino aidaturturro woodyallen
Running with Scissors,drama comedy gay sistersisterrelationship wifehusbandrelationship 1970s becominganadult adoption therapist marriagecrisis annettebening briancox josephcross josephfiennes evanrachelwood alecbaldwin jillclayburgh gwynethpaltrow gabrielleunion patrickwilson kristinchenoweth dagmaradomińczyk colleencamp jackkaeding gabrielguedj omidabtahi ryanmurphy
From Justin to Kelly,comedy romance musical kellyclarkson justinguarini brandonhenschel gregsiff briandietzen jasonyribar justingorence christopherbryan yamilpiedra katherinebailess anikanonirose theresasan-nicholas kaitlinriley reneerobertson marcmacaulay toisvanestepp louissmith'treluv' michaelyo shermanroberts jessicasutta camilaquaresma nancyanderson jeffreyc.moore karinfreeland samomésurles lauriesposit kristindenehy leomoctezuma dondraicojohnson melaniebenz katobonner teresaespinosa alisonfaulk janinagarraway christiangeorge kehyndehill roberthoffman melanielewis brookelipton chuckmaldonado michaelmorris brandioglesby nancyo'meara mistyrascon adrianrozascristino gilbertsaldivar joshseffinger beccasweitzer gustavovargas zacharywoodlee henryherrera zumelmichel robertiscove
Girl 6,comedy independentfilm neighbor masturbation phonesex actress theresarandle isaiahwashington spikelee jeniferlewis debimazar peterberg michaelimperioli kristenwilson debrawilson naomicampbell gretchenmol richardbelzer larrypine coatimundi delilahcotto madonna johnturturro quentintarantino ronsilver joielee spikelee
In the Cut,mystery thriller eroticism suspense womandirector megryan markruffalo jenniferjasonleigh nickdamici heatherlitteer kevinbacon janecampion
Two Lovers,"drama romance loveofone'slife neighbor joaquinphoenix gwynethpaltrow isabellarossellini vinessashaw monimoshonov eliaskoteas bobari davidross annejoyce elliotvillar craigwalker carmenm.herlihy donaldjohnhewitt christianalbrizo juliebudd iainj.bopp samanthaivers jeanineserralles miguelrivera clintonc.ingram dougwright shirannicholson marionmccorry saidaharrikaekulona davidcale syfader joelhorwitz johnbaker kathryngerhardt luisdalmasyjr. alexfelix geronimofrias,jr. marikoda pedromorillojr. anthonyramos diosmerreynoso edwigesam francobulaon reneefishman biancagiancoli nickgillie andrewginsburg brianhopson rjkonner evanlewis uzimann markvincent jamesgray"
Last Orders,comedy drama basedonnovel warveteran malefriendship deathofafriend friendship friends grief independentfilm lastwillandtestament memory death mothersonrelationship ashes flashback life missedopportunity michaelcaine tomcourtenay davidhemmings bobhoskins helenmirren raywinstone j.j.feild cameronfitch nolanhemmings anatolyusef kellyreilly stephenmccole georgeinnes georgeinnes sallyhurst fredschepisi
괴물,horror drama sciencefiction river mobilephone bravery archer daughter sewerage pollution formaldehyde snackbar family songkang-ho parkhae-il baedoona koah-sung byunhee-bong scottwilson paullazar bongjoon-ho
The Pursuit of D.B. Cooper,adventure crime thriller  robertduvall treatwilliams kathrynharrold edflanders paulgleason r.g.armstrong dorothyfielding howardk.smith rogerspottiswoode
Ravenous,comedy horror thriller western winter cliff cooking cave nudity chase fort army murder survival snow camp soldier violence cannibal madness stranger americanmexicanwar womandirector wendigo militaryoutpost vomitingblood guypearce robertcarlyle davidarquette jeremydavies nealmcdonough stephenspinella josephrunningfox billbrochtrup sheilatousey jeffreyjones johnspencer antoniabird
Charlie Bartlett,comedy drama depression suicideattempt medicine newlove drugaddiction privateschool girlfriend advice cleverness highschool toilet schoolperformance drama independentfilm teenagecrush psychiatrist schoolbus antonyelchin robertdowneyjr. hopedavis katdennings tylerhilton markrendall dylantaylor meganpark jonathanmalen derekmcgrath stephenyoung ishandavé davebrown ericfink noamjenkins laurencollins annickobonsawin sarahgadon drake michaeld'ascenzo dwanemclean quancetiahamilton richardalancampbell kimroberts davidfraser marvinkaron abigailbernardez laurajeanes annamariajanicemcandrew ameliatenttave annabellesingson juliacohen abbyzotz maddywilde dorianwolf airickwoodhead danielwoodhead jakeepstein brendanmurray jonpoll
La grande bellezza,comedy drama alcohol rome vatican basedonnovel birthday nightclub nudity artist beauty party love church art drug toniservillo carloverdone sabrinaferilli carlobuccirosso iaiaforte pamelavilloresi galatearanzi francograziosi giorgiopasotti massimopopolizio fannyardant lucamarinelli vernondobtcheff anitakravos paolosorrentino
The Dangerous Lives of Altar Boys,comedy drama independentfilm emilehirsch kieranculkin jodiefoster vincentd'onofrio jenamalone jakerichardson melissamcbride petercare
Stoker,drama horror thriller mystery miawasikowska nicolekidman matthewgoode dermotmulroney jackiweaver lucastill aldenehrenreich phyllissomerville ralphbrown judithgodrèche davidalford harmonykorine pegallen laurene.roman thomasa.covert tylervontagen jaxonjohnson paxtonjohnson tomcarpenter parkchan-wook
2046,fantasy drama sciencefiction romance freelove hotel lovesickness sexuality kungfu android soulmates basedonnovel hotelroom jealousy loveofone'slife restart singapur unsociability secretlove murder author hongkong break-up illegalprostitution extramaritalaffair photographicmemory tonyleungchiu-wai zhangziyi fayewong takuyakimura gongli carinalau siuping-lam maggiecheung dongjie birdmcintyre changchen wongsam wongkar-wai
Married Life,crime drama romance sex jealousy lover(female) restaurant deceivedhusband wife deceivedwife friendship wedding witnesstomurder childhoodfriends chriscooper piercebrosnan patriciaclarkson rachelmcadams davidwenham annabelkershaw sheilapaterson erinboyes elijahst.germain terencekelly timothywebber davidrichmond-peck carriefleming fredkeating irasachs
Duma,adventure drama family adolescence lossoffather lion southafrica bullying kidsandfamily rescue bully youngboy cheetah wildanimal alexmichaeletos campbellscott marymakhatho nthabisengkenoshi hopedavis jennifersteyn nickyrebello javadramezani eamonnwalker carrollballard
Ondine,drama romance alcohol mermaid weddingdress fishingnet selkie colinfarrell alicjabachleda-curuś dervlakirwan alisonbarry mariono'dwyer tonycurran maryo'shea gemmareeves stephenrea normasheahan neiljordan
Brother,crime drama thriller brotherbrotherrelationship assassination cultureclash warondrugs yakuza sake loyalty drugdealer femmefatale losangeles takeshikitano omarepps claudemaki susumuterajima masayakato royalewatkins lombardoboyar ryoishibashi jamesshigeta tatyanaali josephragno renosugi takeshikitano
Welcome to Collinwood,comedy safe remake heist innercity williamh.macy isaiahwashington samrockwell michaeljeter luisguzmán georgeclooney patriciaclarkson jenniferesposito andydavoli gabrielleunion anthonyrusso
Critical Care,comedy drama nun satire hospital halfsister jamesspader kyrasedgwick helenmirren albertbrooks annebancroft wallaceshawn jeffreywright margomartindale philipbosco edwardherrmann sidneylumet
The Life Before Her Eyes,thriller drama mystery suspense umathurman evanrachelwood evaamurrimartino gabriellebrennan brettcullen oscarisaac jackgilpin vadimperelman
Darling Companion,drama romance aftercreditsstinger dianekeaton kevinkline samshepard diannewiest richardjenkins elisabethmoss markduplass ayeletzurer jayali lawrencekasdan
Trade,drama thriller usa sex brothersisterrelationship mexicocity border support insurancesalesman punter brother unitedstates–mexicobarrier sister humantrafficking rescue independentfilm criminal kevinkline cesarramos paulinagaitán alicjabachleda-curuś marcopérez lindaemond zackward katedelcastillo pavellychnikoff nataliatraven guillermoiván christianvazquez josésefami timreid maríaluisacoronel marcokreuzpaintner
Sorstalanság,war drama budapest hungary concentrationcamp worldwarii marcellnagy béladóra bálintpéntek árondimény péterfancsikai zsoltdér andrásm.kecskés daniszabó tibormertz vidapéter endreharkányi mártonbrezina danielcraig lajoskoltai
Breakfast of Champions,comedy wifehusbandrelationship success author extramaritalaffair brucewillis albertfinney nicknolte barbarahershey glenneheadly lukashaas omarepps owenwilson willpatton michaeljaiwhite shawneesmith michaelclarkeduncan vickilewis alanrudolph
三枪拍案惊奇,comedy drama thriller  sunhonglei xiaoshenyang yanni nidahong zhaobenshan zhangyimou
Cypher,thriller sciencefiction mystery doublelife undercover lie wife company industry femmefatale conspiracy espionage memoryloss corporatecrime dystopicfuture hiddenidentity disorder dishonesty powerrelations mindandsoul uncovertruth mysteriouscharacter jeremynortham lucyliu nigelbennett timothywebber davidhewlett karimatchett kristinanicoll josephscoren stephenbrown arnoldpinnock jocelynsnowdon boydbanks stevejackson danduran valeriebuhagiar robertaangelica georgesantino nelsontynes denisakiyama vickiepapavs murrayfurrow scottmclaren davidbolt lencarlson lesporter brucemcfee judysinclair shanlytrinidad annemariescheffler mikeo'shea andrewmoodie malcolmxerxes matthewsharp petermensah davidbryant alecstockwell mattcooke marcushutchings sevaanfranks vincenzonatali
南京!南京!,drama history war warcrimes massmurder warvictim sinojapanesewar massacre japanesearmy duringcreditsstinger imperialjapan liuye gaoyuanyuan hideonakaizumi johnpaisley beverlypeckous luchuan
兔侠传奇,animation family action adventure comedy  jonheder tomarnold michaelclarkeduncan rebeccablack clairegeare lijunsun
Space Battleship Yamato,sciencefiction  hiroyukiikeuchi takuyakimura meisakuroki toshirōyanagiba tsutomuyamazaki kazukinamioka naotoogata shinichitsutsumi maiko reikotakashima toshiyukinishida toshihiroyashiba takumisaito takahiromiura kensukeohwada kanaharada maeotsuka takashiyamazaki
5 Days of War,war drama journalist interpreter georgiaeurope warzone rupertfriend valkilmer andygarcía deancain emmanuellechriqui heathergraham mikkonousiainen richardcoyle antjetraue radeserbedzija mikheilgomiashvili johnathonschaech annawalton rennyharlin
Triangle,horror ocean florida autism key yacht ax ship ghostship murder timeloop maskedkiller blood storm throatslitting singlemother heavyrain axemurder caribbean attemptedstrangulation melissageorge liamhemsworth emmalung rachaelcarpani michaeldorman joshuamcivor henrynixon jacktaylor bryanprobets christophersmith
10 Days in a Madhouse,drama undercover insaneasylum reporter carolinebarry christopherlambert kellylebrock juliachantrey alexandracallas nataliadavidenko katiesingleton jessacampbell andimorrow everettescottortiz saskialarsen talyamar susangoforth davidleegarver bobolin darlenesellers moniquerobbins kaitlinotoole darrellsalk gwynlaree michaelswanson corrinacornforth timothyhines
Heaven is for Real,drama basedonnovel faith basedontrueevents gregkinnear kellyreilly connorcorum thomashadenchurch jontedwynne jacobvargas lanestyles darrenfelbel darcyfehr alitataryn randallwallace
Snatch,thriller crime gypsy bareknuckleboxing slang trailerpark pig sport receivingofstolengoods cockneyaccent diamond pikey jasonstatham bradpitt vinniejones dennisfarina beniciodeltoro stephengraham alanford radeserbedzija robbiegee lenniejames mikereid jasonflemyng andybeckwith williambeck ewenbremner adamfogerty ade trevorsteedman guyritchie elwin'chopper'david sorchacusack velibortopic timfaraday jasonstatham guyritchie
Pet Sematary,drama horror coffin pet funeral headinjury grief newneighbor petcemetery deadcat deathofpatient lossofpet deadlover mothersonrelationship hitbytruck ghost graverobbing indianburialground womandirector flashback burialground dalemidkiff fredgwynne denisecrosby bradgreenquist michaellombard mikohughes blazeberdahl susanblommaert maraclark kaviraz marylouisewilson andrewhubatsek lizdavies karadalke marylambert
まあだだよ,drama  tatsuomatsumura kyôkokagawa hisashiigawa georgetokoro masayukiyui akiraterao takeshikusaka aseikobayashi hidetakayoshioka yoshitakazushi mitsuruhirata nobutookamoto norikohonma shigeokatô kôjirôkusanagi utarokumiyakoya kimihiroreizei kinzohsakura miesuzuki tetsuoyamashita takaozushi akirakurosawa
The Cry of the Owl,drama suspense paddyconsidine juliastiles carolinedhavernas jamesgilbert karlpruner kristabridges charlottesullivan phillipmackenzie gordrand alexkarzis r.d.reid marcialaskowski jenniferkydd druviergever petermacneill brianbisson jamesbyron arnoldpinnock brucemcfee nicholascampbell jamiethraves
三城记,drama history romance womandirector lauching-wan tangwei qinhailu jingboran mabelcheung
Gremlins,"fantasy horror comedy holiday monster smalltown departmentstore barsandrestaurants humananimalrelationship pet sunlight chainsaw salesperson midnight fur banking puppet skunk kidsandfamily gremlin ymca zachgalligan phoebecates hoytaxton pollyholliday dickmiller keyeluke belindabalaski scottbrady judgereinhold johnlouie donsteele susanburgess harrycarey,jr. donaldelson howiemandel coreyfeldman edwardandrews jonathanbanks joedante"
Star Wars,adventure action sciencefiction android galaxy hermit deathstar lightsaber jedi rescuemission empire rebellion planet smuggler theforce spaceopera galacticwar stormtrooper totalitarianism markhamill harrisonford carriefisher petercushing alecguinness anthonydaniels kennybaker petermayhew davidprowse jamesearljones philbrown shelaghfraser jackpurvis eddiebyrne denislawson garrickhagon donhenderson leslieschofield richardleparmentier michaelleader alexmccrindle drewehenley jackklaff williamhootkins angusmacinnes jeremysinden grahamashley davidankrum markaustin scottbeach lightningbear jonberg dougbeswick paulblake janiceburchette tedburnett johnchapman gildacohen timcondren barrycopping alfiecurtis robertdavies mariadearagon roberta.denham frazerdiamond peterdiamond warwickdiamond sadieeden kimfalkinburg harryfielder tedgagliano salogardner stevegawley barrygnome rustygoffe isaacgrand nelsonhall regharding alanharris frankhenson christinehewett arthurhowell tommyilsley joejohnston annettejones lindajones joekaye colinmichaelkitchens melissakurtz tiffanyl.kurtz allampert anthonylang laineliska dereklyons mahjoub alfmangan rickmccallum grantmccune geoffreymoon mandymorton lornepeterson marcuspowell shanerimmer pamrose georgeroubicek ericasimmons angelastaines georgestock roystraite petersturgeon petersumner johnsylla tomsylla malcolmtierney philtippett burnelltucker morganupton jerrywalter halwamsley larryward dianasadleyway haroldweed billweston steve'spaz'williams fredwood colinhiggins georgelucas
Dirty Grandpa,comedy grandfathergrandsonrelationship grandfather roadtrip wedding retired pervert armygeneral sexcomedy zacefron robertdeniro juliannehough aubreyplaza dermotmulroney zoeydeutch adampally mocollins henryzebrowski dannyglover jasonmantzoukas brandonsmith michaelhudson jakepicking deenadill lanecarlock eugeniakuzmina joshuamikel warrensteele catherinedyer jeffreybowyer-chapman amyparrish nelsonbonilla ericgoins gavinmunn michaelh.cole blaquefowler chandlerdarby matthewcornwell christophersetticase deronhorton sallyehooks stephanieastalos-jones shawnshepard michaelechappell wileyrinaldi ameliabrain paulmanzella seanapuzzo deanneblack johnathanblake bradleybowen glennd.bridges nicolebroadway shaylinjanellebroady lancebrock anthonybryant teociltia andrewcunningham alyssad'addieco ruthdalton mariadiavolitsis paysondurant heathestep shaunforker frankfrancisco rachelfreidt tonianngambale maggieharrison jamesharvley roryhealy walterhendrixiii vinhill annistonhowell jonm.hudson carterian zurijames andrewr.kaplan johnarcherlundgren jenniferlynn ashleyd.merritt billmoylan brianneal danielnickels natalianova darlapelton-perez richardpis quentinplair zachprengler chrisrussell heatherschell reubenshaw marksmith jordanverroi joewarshaw williamwillet borianawilliams richardwilliams tireeworley jessicayoshimura danmazer
Doctor Zhivago,drama romance war lovetriangle nurse suicideattempt lossoffamily worldwari russianrevolution1917 forbiddenlove stepparents daughter epic omarsharif juliechristie geraldinechaplin rodsteiger alecguinness siobhánmckenna ralphrichardson gérardtichy noelwillman jackmacgowran markeden erikchitty klauskinski ritatushingham tomcourtenay bernardkay geoffreykeen adriennecorri rogermaxwell wolffrees gwennelson lilímurati petermadden luanaalcañiz emiliocarrer josémaríacaffarel catherineellison víctorisrael inigojackson leolähteenmäki maríamartín josénieto ricardopalacios ingridpitt robertrietty virgílioteixeira maríavico pilargómezferrer aldosambrell davidlean
Trash,adventure crime drama thriller brazilian drama thriller ricksontevez eduardoluis gabrielweinstein rooneymara seltonmello wagnermoura jesuítabarbosa martinsheen andréramiro stepannercessian nelsonxavier josédumont giselefróes danielzettel tecapereira stephendaldry
High School Musical 3: Senior Year,"comedy drama family music romance musical music highschool comingofage teenager highschoolstudent duringcreditsstinger zacefron vanessahudgens ashleytisdale lucasgrabeel corbinbleu moniquecoleman justinmartin chriswarren,jr. olesyarulin mattprokop rynesanborn kayceestroh alysonreed jemmamckenzie-brown katiecockrell kennyortega"
